bucket	date	oca_title	best_ours	score
present	07-28	Venerable Paul, founder of the Xeropotamou Monastery on Mount Athos	Our Righteous Father Paul of Xeropotamou	1.0
missing	07-28	Appearance of the Smolensk “Directress” Icon of the Mother of God brought from Constantinople		0.0
missing	07-28	Martyr Acacius of Apamea		0.0
missing	07-28	Martyr Melitina		0.0
probable	07-28	Saint Irene Chrysovolantou	St Irene, Abbess of the Convent of Chrysovalantou (912)	0.5
missing	07-28	Icon of the Mother of God of Greben		0.0
missing	07-28	Seraphim-Diveyevo Tenderness Icon of the Mother of God		0.0
missing	07-28	Icon of the Mother of God of White Lake		0.0
missing	07-28	Icon of the Mother of God of Kostroma		0.0
missing	07-28	Icon of the Mother of God of Ustiuzhena		0.0
missing	07-28	Icon of the Mother of God of Voroninsk		0.0
missing	07-28	Icon of the Mother of God of “Saint Christopher”		0.0
missing	07-28	Icon of the Mother of God of Suprasl		0.0
missing	07-28	Icon of the Mother of God of Vydropussk		0.0
missing	07-28	Icon of the Mother of God of Yuga		0.0
missing	07-28	Icon of the Mother of God of Igritsa		0.0
missing	07-28	Icon of the Mother of God of Shui		0.0
missing	07-28	“Seven Lakes” Icon of the Mother of God		0.0
missing	07-28	Icon of the Mother of God of the Trinity-Saint Sergius Lavra		0.0
missing	07-28	Venerable George the Builder		0.0
present	07-29	Martyr Callinicus of Gangra in Asia Minor	Martyr Callinicus of Gangra	1.0
missing	07-29	Venerable Constantine and Cosmas, Abbots of Kosinsk		0.0
present	07-29	Virgin Martyr Seraphima (Serapia) of Antioch	Holy Martyr Seraphima (2nd c.)	1.0
missing	07-29	Martyr Theodota and her three sons in Bithynia		0.0
missing	07-29	Martyr Eustathius of Mtskheta in Georgia		0.0
missing	07-29	Martyr Bessarion, Bishop of Smolyan		0.0
missing	07-29	Child Schemamonk Bogolep		0.0
missing	07-29	Saint Roman of Kirzhachsk		0.0
elsewhere	07-29	Martyr Michael “the Black-Robed” of Saint Savva Monastery	05-23  Holy Martyr Michael of St Sabbas' Monastery(9th c.)	1.0
missing	07-29	Nativity of Saint Nicholas the Wonderworker		0.0
missing	07-29	Martyr Michael		0.0
missing	07-29	Emperor Theodosios the Younger		0.0
present	07-30	Apostle Silas of the Seventy	Apostles Silas, Silvanus, Crescens, Epenetus, and Andronicus of the Seventy	1.0
present	07-30	Apostle Silvanus of the Seventy	Apostles Silas, Silvanus, Crescens, Epenetus, and Andronicus of the Seventy	1.0
present	07-30	Apostle Crescens of the Seventy	Apostles Silas, Silvanus, Crescens, Epenetus, and Andronicus of the Seventy	1.0
present	07-30	Apostle Epenetus of the Seventy	Apostles Silas, Silvanus, Crescens, Epenetus, and Andronicus of the Seventy	1.0
present	07-30	Apostle Andronicus of the Seventy	Apostles Silas, Silvanus, Crescens, Epenetus, and Andronicus of the Seventy	1.0
missing	07-30	Martyr John the Soldier at Constantinople		0.0
missing	07-30	Uncovering of the relics of Venerable Herman of Solovki		0.0
present	07-30	Hieromartyr Polychronius, Bishop of Babylon, and those with him	Hieromartyr Polychronius, Bishop of Babylon, and those with him (251)	1.0
probable	07-30	Hieromartyr Valentine, Bishop of Interamna, Terni in Italy, and those with him	Hieromartyr Polychronius, Bishop of Babylon, and those with him (251)	0.33
probable	07-30	Venerable Angelina of Serbia	Venerable Angelina, Princess of Albania.	0.5
missing	07-30	Icon of the Mother of God of Okonsk		0.0
missing	07-30	Venerable Anatole II of Optina		0.0
missing	07-30	Saint Tsotne Dadiani the Confessor		0.0
missing	07-30	Velikorets Icon of Saint Nicholas the Wonderworker		0.0
present	07-31	Forefeast of the Procession of the Honorable and Lifegiving Cross of the Lord	Forefeast of the Procession of the Lifegiving Cross	1.0
present	07-31	Righteous Eudocimus of Cappadocia	Righteous Eudocimus of Cappadocia (9th c.)	1.0
missing	07-31	Martyr Julitta at Caesarea		0.0
missing	07-31	Saint Germanus, Bishop of Auxerre		0.0
missing	07-31	Hieromartyr Benjamin, Metropolitan of Petrograd and Gdovsk, and those with him		0.0
missing	07-31	Saint Arsenius, Bishop of Ninotsminda		0.0
present	07-31	Righteous Joseph of Arimathea	Righteous Joseph of Arimathea	1.0
probable	08-01	Procession of the Honorable Wood of the Life-Giving Cross of the Lord (First of the three “Feasts of the Savior” in August)	Procession of the Lifegiving Cross	0.67
present	08-01	7 Holy Maccabee Martyrs	Holy Seven Maccabees, their mother Solomonia, and their teacher Eleazar (168 BC)	1.0
present	08-01	Martyr Solomonia, mother of the Holy Seven Maccabee Martyrs	Holy Seven Maccabees, their mother Solomonia, and their teacher Eleazar (168 BC)	1.0
present	08-01	Martyr Eleazar the Teacher of the Holy Seven Maccabee Martyrs	Holy Seven Maccabees, their mother Solomonia, and their teacher Eleazar (168 BC)	1.0
missing	08-01	Nine Martyrs of Perge in Pamphilia		0.0
missing	08-01	"""Foreteller"" Icon of the Mother of God"		0.0
probable	08-02	Translation of the relics of the Protomartyr and Archdeacon Stephen from Jerusalem to Constantinople	Trans. Rel. Protomartyr Stephen	0.5
missing	08-02	Finding of the relics of Righteous Saint Νikόdēmos		0.0
missing	08-02	Finding of the relics of Saint Gamaliel		0.0
missing	08-02	Finding of the relics of Saint Abibas		0.0
present	08-02	Blessed Basil of Moscow the Fool-For-Christ	Bl. Vasily, Fool-for-Christ	1.0
probable	08-02	Holy Fool Basil of Kamen	Bl. Vasily, Fool-for-Christ	0.67
present	08-02	Hieromartyr Stephen, Pope of Rome, and those with him	Hieromartyr Stephen, Pope of Rome (257), and those with him	1.0
missing	08-02	Saint Photeine of Cyprus, Wonderworker		0.0
present	08-03	Venerable Isaac the Ascetic of the Dalmatian Monastery at Constantinople	St Isaac, Founder of the Dalmatian Monastery	0.75
probable	08-03	Venerable Dalmatus the Ascetic of the Dalmatian Monastery at Constantinople	St Isaac, Founder of the Dalmatian Monastery	0.5
probable	08-03	Venerable Faustus the Ascetic of the Dalmatian Monastery at Constantinople	St Isaac, Founder of the Dalmatian Monastery	0.5
present	08-03	Venerable Anthony the Roman and Abbot of Novgorod	Ven. Anthony the Roman of Novgorod	1.0
missing	08-03	Martyr Razhden of Persia the Georgian		0.0
missing	08-03	Venerable Cosmas the Eunuch and Hermit of Palestine		0.0
missing	08-03	9 Kherkheulidze Brothers with their Mother and Sister and Nine Thousand Martyrs of Marabda		0.0
missing	08-03	Venerable Theodora and her daughter Theopiste		0.0
probable	08-03	Holy Myrrhbearer Salome	Holy Myrrh-bearer Salome	0.5
present	08-04	7 Holy Youths “Seven Sleepers” of Ephesus	Seven Sleepers of Ephesus	1.0
missing	08-04	Martyr Eudokia of Persia		0.0
missing	08-04	Martyr Eleutherius of Constantinople		0.0
present	08-05	Forefeast of the Transfiguration of our Lord	Forefeast of Transfiguration	1.0
present	08-05	Martyr Eusignius of Antioch	Martyr Eusignius of Antioch	1.0
missing	08-05	Venerable Job of Ushchelsk		0.0
probable	08-05	Hieromartyr Antherus (Antheros) Pope of Rome	Holy Hieromartyr Fabian, Pope of Rome (250)	0.67
present	08-05	Hieromartyr Fabian, Pope of Rome, and Martyr Pontious	Holy Hieromartyr Fabian, Pope of Rome (250)	1.0
missing	08-05	Martyrs Cantidius, Cantidian, and Sibelius (Sobel) of Egypt		0.0
present	08-05	Righteous Nonna, mother of Saint Gregory the Theologian	Righteous Nonna (374), Mother of St Gregory the Theologian	1.0
missing	08-05	Saint Theoctistus, Bishop of Chernigov		0.0
missing	08-05	Martyr Pontius		0.0
present	08-05	Saint Oswald, king and martyr	Oswald the Martyr, King of Northumbria	1.0
missing	08-05	Saint John Jacob the Chozebite		0.0
present	08-05	Martyr Christos of Preveza	Christos the New Martyr of Prevezis	1.0
present	08-06	The Holy Transfiguration of our Lord God and Savior Jesus Christ (the Second “Feast of the Savior” in August)	Transfiguration of Our Lord	1.0
missing	08-06	New Martyr Habakkuk		0.0
present	08-07	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
present	08-07	Martyr Dometius of Persia and his two disciples	Martyr Dometius of Persia	1.0
missing	08-07	First finding of the relics of Saint Metrophanes, first Bishop of Voronezh		0.0
present	08-07	Venerable Pimen the Much-Ailing of the Kiev Near Caves	Our Holy Father Pimen the Much-Ailing (1110)	1.0
probable	08-07	Venerable Pimen the Faster of the Kiev Caves	Our Holy Father Pimen the Much-Ailing (1110)	0.33
elsewhere	08-07	Saint Mercurius, Bishop of Smolensk, Kiev Near Caves	11-24  Holy Martyr Mercurius of Smolensk (1238)	1.0
probable	08-07	Martyr Marinus the Soldier at Caesarea in Palestine	Holy Martyrs Marinus the Soldier and Asterius the Senator (260)	0.5
probable	08-07	Martyr Asterius the Senator at Caesarea, in Palestine	Holy Martyrs Marinus the Soldier and Asterius the Senator (260)	0.5
present	08-07	Venerable Horus of the Thebaid, Egypt	Our Holy Father Or (Horus) of the Thebaid (390)	1.0
missing	08-07	Virgin Martyr Potamia the Wonderworker		0.0
probable	08-07	Venerable Dometius of Philotheou, Mount Athos	Martyr Dometius of Persia	0.5
missing	08-07	Valaam Icon of the Mother of God		0.0
missing	08-07	Venerable Anthony of Optina		0.0
missing	08-07	Saint Theodora of Sihla		0.0
present	08-07	Saint Nicanor, Wonderworker of Mount Calistratus	Our Holy Father Nicanorus the Wonderworker	1.0
present	08-07	Saint Theodosius the New, Healer of Peloponnesus	Theodosius the New	1.0
elsewhere	08-07	Holy Мartyr Mercurius of Smolensk	11-24  Holy Martyr Mercurius of Smolensk (1238)	1.0
present	08-07	Saint Narcissus, Bishop of Jerusalem	Narcissus the Hieromartyr of Jerusalem	1.0
present	08-08	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
present	08-08	Holy Confessor Emilian, Bishop of Kyzikos	St Emilian the Confessor	1.0
probable	08-08	Venerable Gregory the Iconographer of the Kiev Near Caves	St Gregory of Sinai (Mt Athos) (1346)	0.33
missing	08-08	Translation of the relics of Venerable Zosimas and Sabbatius of Solovki		0.0
present	08-08	Saint Myron the Wonderworker, Bishop of Crete	St Myron the Wonderworker, Bishop of Crete (350)	1.0
missing	08-08	Martyrs Eleutherius and Leonidas of Constantinople, and many infants martyred with them		0.0
present	08-08	Venerable Gregory of Sinai	St Gregory of Sinai (Mt Athos) (1346)	1.0
missing	08-08	Icon of the Mother of God of Tolga		0.0
missing	08-08	Saint Euthymius the Elder of Saint John the Baptist Monastery		0.0
missing	08-08	New Martyr Triandaphyllus of Stara Zagora		0.0
missing	08-08	Venerable Zosimas of Tuman		0.0
missing	08-08	10 Egyptian Ascetics and Two Martyrs of Tyre		0.0
present	08-09	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
probable	08-09	Glorification of Venerable Herman of Alaska, Wonderworker of All America	Commemoration of the canonization (1970) of St Herman of Alaska (1837)	0.67
present	08-09	Apostle Matthias of the Seventy	Apostle Matthias (1st c.)	1.0
present	08-09	Martyr Anthony of Alexandria	Holy Martyr Anthony (2nd c.)	1.0
missing	08-09	Venerable Psoi of Egypt		0.0
missing	08-09	Martyr Julian of Constantinople and those with him		0.0
elsewhere	08-09	Synaxis of the Saints of Solovki Monastery	09-27  Ven. Sabbatius of Solovetsk	1.0
missing	08-09	Saint Macarius of Oredezhsk		0.0
missing	08-09	Restoration of the Temple of the 40 Martyrs		0.0
missing	08-09	Holy New Martyr Ignatius (Bazyluk)		0.0
present	08-09	Hieromartyr Euthymios of Rhodes	Euthymios the Hieromartyr, Metropolitan of Rhodes	1.0
present	08-10	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
probable	08-10	Martyr and Archdeacon Laurence, and those with him, of Rome	Holy Martyrs Archdeacon Lawrence and Pope Sixtus of Rome	0.5
present	08-10	Blessed Laurence the Fool-For-Christ at Kaluga	Blessed Lawrence, Fool-for-Christ, at Kaluga (1515)	0.8
present	08-11	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
present	08-11	Martyr and Archdeacon Euplus of Catania	Holy Martyr and Archdeacon Euplus of Catania	1.0
elsewhere	08-11	Martyrs Basil and Theodore of the Kiev Caves	08-28  Synaxis of the Kiev Cave Fathers	1.0
elsewhere	08-11	Saint Theodosius (Prince Theodore of Ostrog) of the Kiev Caves	08-14  Translation of the Relics of St Theodosius of the Kiev Caves	1.0
present	08-11	Virgin Martyr Susanna, and those with her, at Rome	The Holy Martyr Susanna the Virgin, and those with her (295-296)	1.0
present	08-11	Saint Niphon, Patriarch of Constantinople	Saint Niphon, Patriarch of Constantinople (1508)	1.0
missing	08-11	Icon of the Mother of God of Constantinople		0.0
missing	08-11	Saint Passarion		0.0
missing	08-11	Saint Mary Syncletica		0.0
present	08-12	Afterfeast of the Transfiguration of our Lord	Afterfeast of the Transfiguration	1.0
probable	08-12	Martyrs Anicetus and Photius of Nicomedia, and those with them	Martyrs Anicletus and Photius of Nicomedia	0.67
present	08-12	Hieromartyr Alexander, Bishop of Comana	Hieromartyr Alexander, Bishop of Comana (3rd c.)	1.0
missing	08-12	Martyr Gerontius, and those with him, of Saint David Gareji Monastery, Georgia		0.0
missing	08-12	Martyrs Pamphilus and Capiton		0.0
present	08-13	Leavetaking of the Transfiguration of our Lord	Leavetaking of Transfiguration	1.0
present	08-13	Saint Tikhon, Bishop of Voronezh, Wonderworker of Zadonsk and All Russia	St Tikhon of Zadonsk (1783)	1.0
present	08-13	Translation of the relics of Saint Maximus the Confessor	St Maximos the Confessor (662)	1.0
present	08-13	Uncovering of the relics of Venerable Maximus of Moscow the Fool-for-Christ	St Maximos the Confessor (662)	1.0
present	08-13	Martyr Hippolytus of Rome and those with him: Martyr Concordia, Irenaeus, and Abundius	Holy Martyr Hippolytus of Rome and 18 Martyrs with him (258)	1.0
missing	08-13	Icon of the Mother of God “of the Passion”		0.0
missing	08-13	"""Seven Arrows"" Icon of the Mother of God"		0.0
present	08-13	Second Finding of the relics of Saint Tikhon, Wonderworker of Zadonsk	St Tikhon of Zadonsk (1783)	1.0
missing	08-13	Icon of the Mother of God of Minsk		0.0
present	08-13	Holy Empress Irene (Schema-nun Xenia)	Our Holy Mother the Empress Irene (Xenia in Monasticism) (12th c.)	0.75
missing	08-13	Monastic Martyr Dositheus		0.0
present	08-14	Forefeast of the Dormition of the Mother of God	Forefeast of Dormition	1.0
present	08-14	Prophet Micah	Prophet Micah	1.0
present	08-14	Translation of the relics of Venerable Theodosius of the Kiev Far Caves	Translation of the Relics of St Theodosius of the Kiev Caves	1.0
missing	08-14	Venerable Arcadius of Novotorsk		0.0
present	08-14	Hieromartyr Marcellus, Bishop of Apamea	Hieromartyr Marcellus, Bishop of Apamea (389)	1.0
missing	08-14	“Conversational” Icon of the Mother of God		0.0
missing	08-14	Icon of the Mother of God of Narva		0.0
missing	08-14	New Martyr Nazarius, Metropolitan of Kutaisi-Gaenati, and his companions, of Georgia		0.0
probable	08-15	The Dormition of our Most Holy Lady the Mother of God and Ever-Virgin Mary	Dormition of the Most-Holy Theotokos	0.67
elsewhere	08-15	Saint Makarios the Roman	10-23  Saint Macarius the Roman of Mesopotamia (?)	1.0
missing	08-15	Icon of Sophia, the Wisdom of God (Novgorod)		0.0
missing	08-15	“Enlightener of Minds” Icon of the Mother of God		0.0
missing	08-16	Afterfeast of the Dormition of the Mother of God		0.0
present	08-16	Translation of the Image “Not-Made-By-Hands” of our Lord Jesus Christ from Edessa to Constantinople, the Third “Feast of the Savior in August”	Image of Christ Not Made by Hands	1.0
probable	08-16	Holy Unmercenary Physician Diomedes	Martyr Diomedes the Physician of Tarsus in Cilicia (298)	0.67
missing	08-16	Venerable Cherimon (Chaeremon) of Egypt		0.0
missing	08-16	Icon of the Mother of God of Saint Theodore		0.0
missing	08-16	Saint Anthony of Martkofeli		0.0
missing	08-16	Martyr Christopher of Guria, Georgia		0.0
missing	08-16	Martyr Isaac of Karnu, Georgia		0.0
missing	08-16	Martyr Joseph of Karnu, Georgia		0.0
missing	08-16	Saint Joachim of Osogovo		0.0
missing	08-16	Saint Roman of Banat		0.0
elsewhere	08-16	Saint Eustathius of Serbia	01-04  Eustathios Archbishop of Serbia	1.0
missing	08-16	Saint Raphael of Banat		0.0
missing	08-16	Hieromartyr Νikόdēmos of Meteora		0.0
present	08-16	New Martyr Stamatius of Volos	Stamatios the Martyr	1.0
present	08-16	Venerable Gerasimus the New Ascetic of Cephalonia	Gerasimus of Cephalonia	1.0
missing	08-16	Saint Constantine Brancoveanu and those with him		0.0
missing	08-17	Afterfeast of the Dormition of the Mother of God		0.0
present	08-17	Martyr Myron the Presbyter of Cyzicus	Martyr Myron, Presbyter of Cyzicus	1.0
missing	08-17	Venerable Alypios, Iconographer of the Kiev Near Caves		0.0
missing	08-17	Martyrs Paul and Juliana of Syria		0.0
missing	08-17	Martyrs Thyrsus, Leucius, Coronatus, and those with them at Caesarea, in Bithynia		0.0
probable	08-17	Martyr Patroclus of Troyes	Holy Martyr Patroclus (late 3rd c.)	0.5
present	08-17	Martyrs Straton, Philip, Eutychian, and Cyprian, of Nicomedia	Straton, Philip, Eutychian, & Cyprian the Martyrs of Nicomedea	0.8
missing	08-17	Venerable Theodoritus, Enlightener of the Lapps, Solovki		0.0
elsewhere	08-17	Icon of the Mother of God of the Kiev Caves	08-28  Synaxis of the Kiev Cave Fathers	1.0
missing	08-17	Saint Leucius of Volokolamsk		0.0
probable	08-17	Saint Philip of Sukhona	Straton, Philip, Eutychian, & Cyprian the Martyrs of Nicomedea	0.5
